president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,Voters,9/11/2019,12/18/2018,12/20/2018,HarrisX,C+,3018,rv,.0986668,0,48,52,44.89663,50.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57157,92327,12/20/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/18/2018,12/19/2018,YouGov,B,855.5,rv,.1455596,0,44,53.5,43.03267,53.42604,*,"",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mv4a34znwv/tabs_Trump_Tweets_20181217.pdf,57147,92291,12/19/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/18/2018,12/20/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1342063,0,49,50,44.59527,50.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57160,92332,12/21/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/18/2018,12/19/2018,Morning Consult,B-,2000,rv,.6204117,0,44,54,42.85893,54.85199,"","",https://www.uschamber.com/sites/default/files/singlepayer_results_mc.pdf,57569,93269,2/22/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/16/2018,12/22/2018,Ipsos,B+,2082,rv,.1617276,0,44.1,53.1,44.04724,51.45105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57176,92371,12/26/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/18/2018,12/19/2018,HarrisX,C+,3018,rv,0,0,48,52,44.89663,50.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57151,92297,12/19/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/19/2018,12/21/2018,HarrisX,C+,3019,rv,.0990881,0,47,53,43.89663,51.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57162,92334,12/21/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/19/2018,12/20/2018,YouGov,B,829,rv,.142334,0,45,53,44.03267,52.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gp6j9rzyxy/tabs_Trump_Tweets_20181219.pdf,57158,92329,12/20/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/17/2018,12/23/2018,Ipsos,B+,2363,rv,.1820991,0,43.8,53.6,43.74724,51.95105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57175,92370,12/26/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/18/2018,12/24/2018,Ipsos,B+,2543,rv,.1948979,0,44.4,53.2,44.34724,51.55105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57174,92369,12/26/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/20/2018,12/22/2018,YouGov,B,871,rv,.15036,0,45,53,44.03267,52.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uyjj25feeb/tabs_Trump_Tweets_20181220.pdf,57163,92336,12/22/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/19/2018,12/23/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.4085651,0,46,52,41.59527,52.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57166,92342,12/24/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/21/2018,12/23/2018,Morning Consult,B-,1992,rv,.6453698,0,39,56,37.85893,56.85199,"","",https://morningconsult.com/wp-content/uploads/2018/12/181248_crosstabs_SHUTDOWN_RVs_v1_AP.pdf,57172,92355,12/26/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/19/2018,12/25/2018,Ipsos,B+,2494,rv,.1906004,0,44,53.8,43.94724,52.15105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57204,92437,1/1/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/21/2018,12/23/2018,YouGov,B,824,rv,.1423863,0,44,53,43.03267,52.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3n2eehbsuq/tabs_Trump_Tweets_20181221.pdf,57164,92339,12/24/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/20/2018,12/24/2018,HarrisX,C+,3005,rv,.2931057,0,47,53,43.89663,51.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57168,92344,12/24/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/20/2018,12/26/2018,Ipsos,B+,2733,rv,.2087578,0,42.8,55,42.74724,53.35105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57213,92462,1/2/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/22/2018,12/23/2018,YouGov,B,827,rv,.1430424,0,44,55,43.03267,54.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xvxqch67s8/tabs_Trump_Tweets_20181222.pdf,57165,92341,12/24/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/23/2018,12/24/2018,YouGov,B,835,rv,.1445717,0,42,56,41.03267,55.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/q0jyd7llgs/tabs_Trump_Tweets_20181223.pdf,57199,92425,12/30/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/23/2018,12/25/2018,YouGov,B,1298,rv,.2247353,0,44,52,43.03267,51.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/32i3vgsdj6/econTabReport.pdf,57191,92409,12/27/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/21/2018,12/27/2018,Ipsos,B+,2771,rv,.2121129,0,43,54.9,42.94724,53.25105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57212,92461,1/2/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/22/2018,12/28/2018,Ipsos,B+,2856,rv,.2196594,0,43.2,54.3,43.14724,52.65105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57211,92460,1/2/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/24/2018,12/25/2018,Harris Interactive,C+,1473,rv,.1383063,0,44,56,40.89663,54.7089,"","",https://harvardharrispoll.com/wp-content/uploads/2018/12/HHP_December2018_RVs_Topline.pdf,57193,92414,12/28/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/24/2018,12/26/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1465079,0,47,52,42.59527,52.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57189,92406,12/27/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/23/2018,12/29/2018,Ipsos,B+,2652,rv,.2056077,0,42.4,55.1,42.34724,53.45105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57210,92459,1/2/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/25/2018,12/26/2018,HarrisX,C+,3002,rv,.1386521,0,45,55,41.89663,53.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57173,92356,12/26/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/25/2018,12/27/2018,YouGov,B,809,rv,.1427813,0,44,53,43.03267,52.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mfawms8m52/tabs_Trump_Tweets_20181225.pdf,57201,92429,12/30/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/25/2018,12/27/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.4431271,0,47,52,42.59527,52.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57192,92413,12/28/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/24/2018,12/27/2018,YouGov,B,807,rv,.1424283,0,43,54,42.03267,53.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fn1z95n9ho/tabs_Trump_Tweets_20181224.pdf,57200,92427,12/30/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/24/2018,12/30/2018,Ipsos,B+,2436,rv,.1909153,0,41.9,55,41.84724,53.35105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57209,92458,1/2/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/26/2018,12/28/2018,YouGov,B,835,rv,.1484769,0,42,55,41.03267,54.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uh656bvvsh/tabs_Trump_Tweets_20181226.pdf,57196,92419,12/29/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/26/2018,12/27/2018,HarrisX,C+,2000.5,rv,0,0,46,54,42.89663,52.7089,*,T,https://scottrasmussen.com/presidents-job-approval-daily/,57190,92407,12/27/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/26/2018,12/28/2018,HarrisX,C+,3001,rv,.2741707,0,45,55,41.89663,53.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57195,92416,12/28/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/25/2018,12/31/2018,Ipsos,B+,2265,rv,.3595673,0,41.9,54.6,41.84724,52.95105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57224,92487,1/7/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/27/2018,12/29/2018,YouGov,B,846,rv,.1507929,0,45,53,44.03267,52.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gc87zrw4i9/tabs_Trump_Tweets_20181227.pdf,57197,92421,12/29/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/28/2018,12/30/2018,YouGov,B,794,rv,.140633,0,45,54,44.03267,53.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hy07ddq1w0/tabs_Trump_Tweets_20181228.pdf,57198,92423,12/30/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/29/2018,12/31/2018,YouGov,B,804,rv,.1419271,0,46,51,45.03267,50.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ubchdq8avz/tabs_Trump_Tweets_20181229.pdf,57202,92431,12/31/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/29/2018,12/31/2018,HarrisX,C+,3000,rv,.1770918,0,45,55,41.89663,53.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57203,92433,12/31/2018,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/27/2018,1/2/2019,Ipsos,B+,561,rv,.0461852,0,42,55.8,41.94724,54.15105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57243,92522,1/8/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/30/2018,1/1/2019,YouGov,B,804,rv,.1418781,0,43,55,42.03267,54.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/78c2h4pfyf/tabs_Trump_Tweets_20181230.pdf,57205,92440,1/1/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/30/2018,1/1/2019,YouGov,B,1283,rv,.226405,0,45,53,44.03267,52.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/oijdv5i5r9/econTabReport.pdf,57207,92444,1/2/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/28/2018,1/3/2019,Ipsos,B+,848,rv,.0704616,0,42.7,55,42.64724,53.35105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57242,92521,1/8/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/31/2018,1/2/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1598385,0,47,51,42.59527,51.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57216,92472,1/3/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/31/2018,1/2/2019,HarrisX,C+,3012,rv,.086196,0,46,54,42.89663,52.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57208,92447,1/2/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/29/2018,1/4/2019,Ipsos,B+,1116,rv,.0930775,0,40,57.2,39.94724,55.55105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57241,92520,1/8/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/1/2019,1/1/2019,YouGov,B,811,rv,.1444937,0,44,52,43.03267,51.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/w8fbyvpkxs/tabs_Trump_Tweets_20181231.pdf,57206,92442,1/1/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/1/2019,1/3/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1560734,0,46,53,41.59527,53.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57220,92478,1/4/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/30/2018,1/5/2019,Ipsos,B+,1289,rv,.107393,0,39.9,57,39.84724,55.35105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57240,92519,1/8/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/31/2018,1/4/2019,HarrisX,C+,5015,rv,.169038,0,47,53,43.89663,51.7089,"",T,https://scottrasmussen.com/weekly-presidential-job-approval/,57232,92500,1/7/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/1/2019,1/3/2019,HarrisX,C+,3012,rv,0,0,46,54,42.89663,52.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57218,92474,1/3/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/1/2019,1/2/2019,YouGov,B,837,rv,.1505071,0,44,54,43.03267,53.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/74g7y0ggzo/tabs_Trump_Tweets_20190101.pdf,57215,92470,1/2/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/2/2019,1/4/2019,HarrisX,C+,3003,rv,.0829802,0,47,53,43.89663,51.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57221,92480,1/4/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/2/2019,1/3/2019,YouGov,B,840,rv,.152497,0,42,56,41.03267,55.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/kjxxspi5cf/tabs_Trump_Tweets_20190102.pdf,57219,92477,1/3/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,12/31/2018,1/6/2019,Ipsos,B+,1554,rv,.128781,0,39.8,57.3,39.74724,55.65105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57239,92518,1/8/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/3/2019,1/4/2019,Public Policy Polling,B,658,rv,.832827,0,43,52,43.34295,51.85636,"","",http://www.protectourcare.org/wp-content/uploads/2019/01/POLL-PPP-National-TX-Lawsuit-Toplines-and-Tabs.pdf,57235,92503,1/8/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/2/2019,1/6/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0909775,0,46,53,41.59527,53.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57225,92489,1/7/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/3/2019,1/5/2019,YouGov,B,820,rv,.1494886,0,42,56,41.03267,55.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ijb83viiqx/tabs_Trump_Tweets_20190103.pdf,57222,92482,1/5/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/3/2019,1/5/2019,HarrisX,C+,3000,rv,.0819502,0,48,52,44.89663,50.7089,"",T,https://scottrasmussen.com/toplines/,57229,92495,1/7/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/1/2019,1/7/2019,Ipsos,B+,1823,rv,.1497653,0,41.4,55.6,41.34724,53.95105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57238,92517,1/8/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/3/2019,1/7/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.268674,0,46,53,41.59527,53.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57236,92505,1/8/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/4/2019,1/6/2019,Morning Consult,B-,1989,rv,.6542047,0,43,52,41.85893,52.85199,"","",https://www.politico.com/f/?id=00000168-2f52-db11-ab7d-3ffb937f0002,57244,92529,1/8/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/4/2019,1/6/2019,HarrisX,C+,3000,rv,.0804684,0,47,53,43.89663,51.7089,"",T,https://scottrasmussen.com/toplines/,57230,92496,1/7/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/2/2019,1/8/2019,Ipsos,B+,1683,rv,.1367978,0,41,55.8,40.94724,54.15105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57287,92663,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/5/2019,1/7/2019,HarrisX,C+,3005,rv,.0788833,0,46,54,42.89663,52.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57231,92499,1/7/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/3/2019,1/9/2019,Ipsos,B+,1841,rv,.1477483,0,42,54,41.94724,52.35105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57323,92702,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/4/2019,1/7/2019,YouGov,B,829,rv,.1498076,0,43,54,42.03267,53.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8qvdb0mwjd/tabs_Trump_Tweets_20190104.pdf,57227,92492,1/7/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/4/2019,1/10/2019,Ipsos,B+,2036,rv,.1611774,0,42,54.1,41.94724,52.45105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57322,92701,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/6/2019,1/8/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1450601,0,47,52,42.59527,52.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57274,92596,1/9/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/6/2019,1/7/2019,YouGov,B,777,rv,.1389467,0,43,55,42.03267,54.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2xzyasm4zo/tabs_Trump_Tweets_20190105.pdf,57228,92494,1/7/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/6/2019,1/8/2019,YouGov,B,1299,rv,.2322932,0,44,53,43.03267,52.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0al8raalq/econTabReport.pdf,57286,92626,1/9/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/6/2019,1/8/2019,HarrisX,C+,3004,rv,.0771291,0,44,56,40.89663,54.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57245,92530,1/8/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/6/2019,1/9/2019,YouGov,B,827,rv,.147777,0,42,56,41.03267,55.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5wkq01w96u/tabs_Trump_Tweets_20190106.pdf,57272,92592,1/9/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/4/2019,1/11/2019,HarrisX,C+,7020,rv,.2634289,0,45,55,41.89663,53.7089,"",T,https://scottrasmussen.com/weekly-presidential-job-approval/,57295,92642,1/12/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/5/2019,1/11/2019,Ipsos,B+,2274,rv,.1775732,0,43.3,53.3,43.24724,51.65105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57321,92700,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/7/2019,1/9/2019,YouGov,B,849,rv,.1517082,0,43,55,42.03267,54.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cs93n06ugb/tabs_Trump_Tweets_20190107.pdf,57273,92594,1/9/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/7/2019,1/9/2019,HarrisX,C+,3010,rv,.0753011,0,44,56,40.89663,54.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57288,92631,1/9/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/7/2019,1/9/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.143056,0,45,53,40.59527,53.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57289,92633,1/10/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/8/2019,1/10/2019,YouGov,B,848,rv,.1527127,0,45,54,44.03267,53.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u3v1jr7yt7/tabs_Trump_Tweets_20190108.pdf,57290,92635,1/10/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/6/2019,1/12/2019,Ipsos,B+,2576,rv,.1981221,0,42.9,54,42.84724,52.35105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57320,92699,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/8/2019,1/10/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1412455,0,45,54,40.59527,54.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57293,92640,1/11/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/8/2019,1/10/2019,HarrisX,C+,3015,rv,0,0,44,56,40.89663,54.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57291,92636,1/10/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/9/2019,1/10/2019,Civis Analytics,"",1220,lv,1.15002,0,42,56,41.85181,55.31337,"","",https://priorities.org/memos/voter-opinions-shutdown-path-forward/,57303,92655,1/14/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/8/2019,1/11/2019,HarrisX,C+,3015,rv,.0561522,0,44,56,40.89663,54.7089,"",T,https://thehill.com/hilltv/what-americas-thinking/424944-poll-finds-trumps-approval-rating-at-45-percent-amid-shutdown,57294,92641,1/11/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/7/2019,1/13/2019,Ipsos,B+,2746,rv,.2089752,0,43.2,53.7,43.14724,52.05105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57319,92698,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/9/2019,1/13/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0837454,0,43,55,38.59527,55.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57302,92654,1/14/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/9/2019,1/12/2019,HarrisX,C+,3000,rv,.0551134,0,46,54,42.89663,52.7089,"",T,https://scottrasmussen.com/toplines/,57313,92672,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/8/2019,1/14/2019,Ipsos,B+,2751,rv,.2080098,0,42.2,54.9,42.14724,53.25105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57318,92697,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/10/2019,1/11/2019,HarrisX,C+,1000,rv,.0734846,0,45,55,41.89663,53.7089,"","",https://thehill.com/hilltv/what-americas-thinking/424944-poll-finds-trumps-approval-rating-at-45-percent-amid-shutdown,57385,92834,1/23/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/10/2019,1/11/2019,YouGov,B,833,rv,.1505837,0,44,54,43.03267,53.92604,*,"",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/y1b4yd6y68/tabs_Trump_Tweets_20190109.pdf,57292,92638,1/11/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/10/2019,1/11/2019,Public Policy Polling,B,782,rv,.9136879,0,42,53,42.34295,52.85636,"","",https://lawworksaction.org/wp-content/uploads/2019/01/LWA-PPP-Poll.pdf,57305,92657,1/14/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/9/2019,1/13/2019,Quinnipiac University,A-,1209,rv,1.727277,0,41,55,43.74286,53.21166,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2593,57316,92677,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/10/2019,1/13/2019,Marist College,A,873,rv,1.697901,0,40,54,40.84807,54.70056,"","",http://maristpoll.marist.edu/wp-content/uploads/2019/01/NPR_PBS-NewsHour_Marist-Poll-USA-NOS-and-Tables_1901141631.pdf,57328,92710,1/16/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/9/2019,1/15/2019,Ipsos,B+,2613,rv,.196984,0,42.1,54.9,42.04724,53.25105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57331,92766,1/22/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/10/2019,1/14/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2488535,0,43,55,38.59527,55.76907,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57311,92670,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/12/2019,1/12/2019,YouGov,B,879,rv,.1573824,0,43,55,42.03267,54.92604,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/klckm7dn45/tabs_Trump_Tweets_20190111.pdf,57297,92648,1/12/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/10/2019,1/13/2019,HarrisX,C+,3000,rv,.0541917,0,46,54,42.89663,52.7089,"",T,https://scottrasmussen.com/toplines/,57314,92673,1/15/2019,17:52:25 11 Sep 2019
Donald Trump,Voters,9/11/2019,1/11/2019,1/14/2019,HarrisX,C+,3003,rv,.0533382,0,45,55,41.89663,53.7089,"",T,https://scottrasmussen.com/presidents-job-approval-daily/,57306,92658,1/14/2019,17:52:25 11 Sep 2019
